run_dir,method,scene,uav_num,instance,astar_failures,repeat_keys,max_repeat,c3_attempts,skipped_low_repeat,skipped_by_cooldown,no_cert_count,no_benefit_count,c3_trigger_count,synthetic_cert_count,synthetic_no_benefit_count,synthetic_trigger_count,benefit_median_s,benefit_max_s,actual_b3_sent,actual_b3_sent_c3_accept,actual_b3_sent_c3_reject,makespan_s_proxy,finish_count,json_parse_error_count
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b0_open_plan_office_uav3_run_008,b0,open_plan_office,3,008,14,2,13,1,3,10,0,1,0,1,1,0,-6.590832303984273,-6.590832303984273,0,0,0,57.7203848361969,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b0_open_plan_office_uav3_run_009,b0,open_plan_office,3,009,14,1,14,1,2,11,0,1,0,1,1,0,-6.590832303984273,-6.590832303984273,0,0,0,65.4169499874115,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b0_open_plan_office_uav3_run_010,b0,open_plan_office,3,010,15,1,15,1,2,12,0,1,0,1,1,0,-6.590832303984273,-6.590832303984273,0,0,0,60.12669038772583,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b0_open_plan_office_uav3_run_011,b0,open_plan_office,3,011,701,1,701,37,2,662,0,2,35,37,2,35,98.10916769601573,202.20916769601573,0,0,0,59.1136577129364,2,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b0_open_plan_office_uav3_run_012,b0,open_plan_office,3,012,696,2,687,37,4,655,0,3,34,37,3,34,91.50916769601574,196.20916769601573,0,0,0,51.32777786254883,2,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b0_open_plan_office_uav3_run_013,b0,open_plan_office,3,013,5,1,5,1,2,2,0,1,0,1,1,0,-6.590832303984273,-6.590832303984273,0,0,0,65.88673305511475,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b1_open_plan_office_uav3_run_001,b1,open_plan_office,3,001,2,1,2,0,0,0,0,0,0,0,0,0,,,0,0,0,55.02572059631348,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b1_open_plan_office_uav3_run_002,b1,open_plan_office,3,002,9,4,3,0,0,0,0,0,0,0,0,0,,,0,0,0,51.67886543273926,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b1_open_plan_office_uav3_run_003,b1,open_plan_office,3,003,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,55.14697813987732,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b1_open_plan_office_uav3_run_004,b1,open_plan_office,3,004,3,1,3,0,0,0,0,0,0,0,0,0,,,0,0,0,60.87884283065796,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b1_open_plan_office_uav3_run_005,b1,open_plan_office,3,005,3,1,3,0,0,0,0,0,0,0,0,0,,,0,0,0,59.008472204208374,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b1_open_plan_office_uav3_run_006,b1,open_plan_office,3,006,3,1,3,0,0,0,0,0,0,0,0,0,,,0,0,0,57.51475238800049,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b1_open_plan_office_uav3_run_007,b1,open_plan_office,3,007,3,1,3,0,0,0,0,0,0,0,0,0,,,0,0,0,59.202632427215576,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b1_open_plan_office_uav3_run_008,b1,open_plan_office,3,008,9,3,3,0,0,0,0,0,0,0,0,0,,,0,0,0,52.21534514427185,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b1_open_plan_office_uav3_run_009,b1,open_plan_office,3,009,3,1,3,0,0,0,0,0,0,0,0,0,,,0,0,0,59.315762758255005,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b1_open_plan_office_uav3_run_010,b1,open_plan_office,3,010,17,7,3,0,0,0,0,0,0,0,0,0,,,0,0,0,58.48225021362305,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b1_open_plan_office_uav3_run_011,b1,open_plan_office,3,011,3,1,3,0,0,0,0,0,0,0,0,0,,,0,0,0,57.55116868019104,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b1_open_plan_office_uav3_run_012,b1,open_plan_office,3,012,3,1,3,0,0,0,0,0,0,0,0,0,,,0,0,0,60.22120928764343,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b1_open_plan_office_uav3_run_013,b1,open_plan_office,3,013,3,1,3,0,0,0,0,0,0,0,0,0,,,0,0,0,61.97087264060974,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b2_open_plan_office_uav3_run_001,b2,open_plan_office,3,001,3,1,3,1,2,0,0,1,0,0,0,0,-5.543081608644139,-5.543081608644139,0,0,0,62.32175660133362,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b2_open_plan_office_uav3_run_002,b2,open_plan_office,3,002,6,2,3,2,4,0,0,2,0,0,0,0,-6.150372552673223,-5.69302230346924,0,0,0,59.04926562309265,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b2_open_plan_office_uav3_run_003,b2,open_plan_office,3,003,3,1,3,1,2,0,0,1,0,0,0,0,-6.649695528601658,-6.649695528601658,0,0,0,57.61896896362305,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b2_open_plan_office_uav3_run_004,b2,open_plan_office,3,004,3,1,3,1,2,0,0,1,0,0,0,0,-5.216834409583578,-5.216834409583578,0,0,0,57.0461368560791,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b2_open_plan_office_uav3_run_005,b2,open_plan_office,3,005,3,1,3,1,2,0,0,1,0,0,0,0,-6.298487033509041,-6.298487033509041,0,0,0,64.51721906661987,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b2_open_plan_office_uav3_run_006,b2,open_plan_office,3,006,3,1,3,1,2,0,0,1,0,0,0,0,-5.508072300622894,-5.508072300622894,0,0,0,66.72140073776245,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b2_open_plan_office_uav3_run_007,b2,open_plan_office,3,007,3,1,3,1,2,0,0,1,0,0,0,0,-5.754616674075811,-5.754616674075811,0,0,0,93.38626885414124,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b2_open_plan_office_uav3_run_008,b2,open_plan_office,3,008,2,1,2,0,2,0,0,0,0,0,0,0,,,0,0,0,66.02959609031677,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b2_open_plan_office_uav3_run_009,b2,open_plan_office,3,009,3,1,3,1,2,0,0,1,0,0,0,0,-5.362140395630972,-5.362140395630972,0,0,0,70.41853284835815,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b2_open_plan_office_uav3_run_010,b2,open_plan_office,3,010,3,1,3,1,2,0,0,1,0,0,0,0,-5.182146464043269,-5.182146464043269,0,0,0,70.46430706977844,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b2_open_plan_office_uav3_run_011,b2,open_plan_office,3,011,6,2,3,2,4,0,0,2,0,0,0,0,-6.3679229368131764,-5.726418086113487,0,0,0,58.842504024505615,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b2_open_plan_office_uav3_run_012,b2,open_plan_office,3,012,2,1,2,0,2,0,0,0,0,0,0,0,,,0,0,0,62.118300676345825,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b2_open_plan_office_uav3_run_013,b2,open_plan_office,3,013,1,1,1,0,1,0,0,0,0,0,0,0,,,0,0,0,61.84011769294739,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b3_open_plan_office_uav3_run_001,b3,open_plan_office,3,001,3,1,3,1,2,0,1,0,0,0,0,0,,,1,0,1,61.73562550544739,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b3_open_plan_office_uav3_run_002,b3,open_plan_office,3,002,6,2,3,2,4,0,2,0,0,0,0,0,,,2,0,2,57.59368348121643,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b3_open_plan_office_uav3_run_003,b3,open_plan_office,3,003,4,2,3,1,3,0,1,0,0,0,0,0,,,2,0,2,60.51939129829407,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b3_open_plan_office_uav3_run_004,b3,open_plan_office,3,004,3,1,3,1,2,0,1,0,0,0,0,0,,,1,0,1,55.74332022666931,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b3_open_plan_office_uav3_run_005,b3,open_plan_office,3,005,3,1,3,1,2,0,1,0,0,0,0,0,,,1,0,1,52.13111114501953,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b3_open_plan_office_uav3_run_006,b3,open_plan_office,3,006,3,1,3,1,2,0,1,0,0,0,0,0,,,1,0,1,52.3265163898468,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b3_open_plan_office_uav3_run_007,b3,open_plan_office,3,007,3,1,3,1,2,0,1,0,0,0,0,0,,,1,0,1,52.16614580154419,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b3_open_plan_office_uav3_run_008,b3,open_plan_office,3,008,9,3,3,3,6,0,3,0,0,0,0,0,,,3,0,3,58.318115234375,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b3_open_plan_office_uav3_run_009,b3,open_plan_office,3,009,6,2,3,2,4,0,2,0,0,0,0,0,,,2,0,2,56.40634822845459,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b3_open_plan_office_uav3_run_010,b3,open_plan_office,3,010,2,1,2,0,2,0,0,0,0,0,0,0,,,1,0,1,60.13332557678223,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b3_open_plan_office_uav3_run_011,b3,open_plan_office,3,011,1,1,1,0,1,0,0,0,0,0,0,0,,,1,0,1,64.96620321273804,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b3_open_plan_office_uav3_run_012,b3,open_plan_office,3,012,3,1,3,1,2,0,1,0,0,0,0,0,,,1,0,1,67.3165295124054,3,0
/home/c2dev/c2_explorer_reproduction/logs/reachability_retry/formal/open_plan_office/uav_3/b3_open_plan_office_uav3_run_013,b3,open_plan_office,3,013,3,1,3,1,2,0,1,0,0,0,0,0,,,1,0,1,55.47792053222656,3,0
